,N,T,cf,reward,method,zcoef,seed
0,100,10,0.38980000000000004,4.154562935400012,unaware,1.0,19
0,100,10,0.17418,2.5436130730878546,ours,1.0,19
0,100,10,0.0,-0.7576106574298019,random,1.0,20
0,100,10,0.42163000000000006,4.3111665686762,full,1.0,20
0,100,10,0.37034,4.114962498583312,unaware,1.0,20
0,100,10,0.22025999999999998,-1.2893137675043356,ours,1.0,20
0,100,10,0.0,-0.7034481489919568,random,1.0,21
0,100,10,0.66284,4.162077926468921,full,1.0,21
0,100,10,0.26946,3.7742961024084662,unaware,1.0,21
0,100,10,0.0,2.258775785644011,ours,1.0,21
0,100,10,0.0,-0.7171884669702057,random,1.0,22
0,100,10,0.7106399999999999,4.203896841484877,full,1.0,22
0,100,10,0.38744,4.214112754813395,unaware,1.0,22
0,100,10,0.07769999999999999,3.3375875226968805,ours,1.0,22
0,100,10,0.0,-0.7731255292196733,random,1.0,23
0,100,10,0.49058999999999997,4.170275838621494,full,1.0,23
0,100,10,0.3341,3.9329414400861085,unaware,1.0,23
0,100,10,0.23298000000000002,2.22533487663682,ours,1.0,23
0,100,10,0.0,-0.8608657002681528,random,1.0,24
0,100,10,0.5410200000000001,4.194013116999232,full,1.0,24
0,100,10,0.4002800000000001,4.063558332020197,unaware,1.0,24
0,100,10,0.055709999999999996,3.1778312659601724,ours,1.0,24
0,100,10,0.0,-0.8252030685308953,random,1.0,25
0,100,10,0.27449,3.9139723228336014,full,1.0,25
0,100,10,0.36556,3.894303596776885,unaware,1.0,25
0,100,10,0.20214,2.2351472217859216,ours,1.0,25
0,100,10,0.0,-0.7680708440030565,random,1.0,26
0,100,10,0.56033,4.292828268796744,full,1.0,26
0,100,10,0.33065,3.9715829104942073,unaware,1.0,26
0,100,10,0.12596,2.955809938934701,ours,1.0,26
0,100,10,0.0,-0.8127183951121744,random,1.0,27
0,100,10,0.6209999999999999,4.172676067551317,full,1.0,27
0,100,10,0.3201,3.8700260384808716,unaware,1.0,27
0,100,10,0.13252999999999998,2.897899202608627,ours,1.0,27
0,100,10,0.0,-0.6431381208356923,random,1.0,28
0,100,10,0.5690700000000001,4.3372461977897085,full,1.0,28
0,100,10,0.38634999999999997,4.2884036462170165,unaware,1.0,28
0,100,10,0.14689000000000002,3.291953321747055,ours,1.0,28
0,100,10,0.0,-0.7174204291985977,random,1.0,29
0,100,10,0.48186999999999997,4.144759734879684,full,1.0,29
0,100,10,0.43504999999999994,4.271099755616855,unaware,1.0,29
0,100,10,0.05047,2.9833565491197915,ours,1.0,29
0,100,10,0.0,-0.8106867513306583,random,1.0,30
0,100,10,0.50948,4.201327793446652,full,1.0,30
0,100,10,0.4360100000000001,4.151201538478103,unaware,1.0,30
0,100,10,0.07134,3.209329980954606,ours,1.0,30
0,100,10,0.0,-0.7574184104283286,random,1.0,31
0,100,10,0.47803000000000007,4.243406246536742,full,1.0,31
0,100,10,0.41384,4.206975370472958,unaware,1.0,31
0,100,10,0.15448,3.2363605780474503,ours,1.0,31
0,100,10,0.0,-0.7853635070700514,random,1.0,32
0,100,10,0.6515500000000001,4.07824164086862,full,1.0,32
0,100,10,0.34550000000000003,3.9615039468255677,unaware,1.0,32
0,100,10,0.06736,2.910024052112572,ours,1.0,32
0,100,10,0.0,-0.8357214172003169,random,1.0,33
0,100,10,0.47353999999999996,4.135681197885788,full,1.0,33
0,100,10,0.39672999999999997,3.9886985566718733,unaware,1.0,33
0,100,10,0.06676,3.0171902083344277,ours,1.0,33
0,100,10,0.0,-0.8645760911603226,random,1.0,34
0,100,10,0.44599,4.140504686943275,full,1.0,34
0,100,10,0.40514,4.000439591618943,unaware,1.0,34
0,100,10,0.10717000000000002,2.725609446333866,ours,1.0,34
0,100,10,0.0,-0.7963476260324065,random,1.0,35
0,100,10,0.69842,4.020592047932754,full,1.0,35
0,100,10,0.42535,4.169055372320907,unaware,1.0,35
0,100,10,0.11505000000000001,3.2922336863968633,ours,1.0,35
0,100,10,0.0,-0.7575576205201793,random,1.0,36
0,100,10,0.6940799999999999,3.988068087275398,full,1.0,36
0,100,10,0.39289999999999997,4.1019591793128365,unaware,1.0,36
0,100,10,0.13002,2.7883447703654456,ours,1.0,36
0,100,10,0.0,-0.7792512176632169,random,1.0,37
0,100,10,0.47401,4.294313168826702,full,1.0,37
0,100,10,0.40736999999999995,4.163057899454791,unaware,1.0,37
0,100,10,0.18567,2.0720953006484395,ours,1.0,37
0,100,10,0.0,-0.7739625535278412,random,1.0,38
0,100,10,0.59382,4.2254115407148225,full,1.0,38
0,100,10,0.25769,3.7064849055289466,unaware,1.0,38
0,100,10,0.0054,2.0836548086571165,ours,1.0,38
0,100,10,0.0,-0.808000216305782,random,1.0,39
0,100,10,0.45386,4.161056753113704,full,1.0,39
0,100,10,0.34162,3.94192468811867,unaware,1.0,39
0,100,10,0.17983,2.472454175088102,ours,1.0,39
0,100,10,0.0,-0.7807126570894827,random,1.0,40
0,100,10,0.62814,4.108362419360634,full,1.0,40
0,100,10,0.4383,4.170112252287623,unaware,1.0,40
0,100,10,0.18519000000000002,2.583439493839789,ours,1.0,40
0,100,10,0.0,-0.7463089218472243,random,1.0,41
0,100,10,0.59691,4.241487373719177,full,1.0,41
0,100,10,0.38411999999999996,4.157112820961033,unaware,1.0,41
0,100,10,0.0591,3.210503099343419,ours,1.0,41
0,100,10,0.0,-0.7959428529784853,random,1.0,42
0,100,10,0.37078,4.191804272340924,full,1.0,42
0,100,10,0.48057,4.259700080240418,unaware,1.0,42
0,100,10,0.06973,2.179317493139035,ours,1.0,42
0,100,10,0.0,-0.8273243669496975,random,1.0,43
0,100,10,0.6947,4.039381845763745,full,1.0,43
0,100,10,0.37458,3.9800702630708167,unaware,1.0,43
0,100,10,0.09505,3.004119895675865,ours,1.0,43
0,100,10,0.0,-0.8400213465991802,random,1.0,44
0,100,10,0.37023,4.16028910063826,full,1.0,44
0,100,10,0.33324000000000004,3.8473847781351616,unaware,1.0,44
0,100,10,0.10105,3.12501255690566,ours,1.0,44
0,100,10,0.0,-0.7427144137541491,random,1.0,45
0,100,10,0.51195,4.08820076762183,full,1.0,45
0,100,10,0.48589000000000004,4.2581021036802085,unaware,1.0,45
0,100,10,0.0,-1.187745282180708,ours,1.0,45
0,100,10,0.0,-0.7321527778258723,random,1.0,46
0,100,10,0.174,3.266079980778936,full,1.0,46
0,100,10,0.41197,4.229128443692394,unaware,1.0,46
0,100,10,0.16654,3.1457488906532434,ours,1.0,46
0,100,10,0.0,-0.8757801190906266,random,1.0,47
0,100,10,0.8086900000000001,3.7760736823164236,full,1.0,47
0,100,10,0.32769,3.7785442802339912,unaware,1.0,47
0,100,10,0.10146,2.699501924704215,ours,1.0,47
0,100,10,0.0,-0.8364387000250916,random,1.0,48
0,100,10,0.56373,4.0751366194619525,full,1.0,48
0,100,10,0.35991,3.9304151182013234,unaware,1.0,48
0,100,10,0.08073,3.1457428155047102,ours,1.0,48
0,100,10,0.0,-0.7755000565034559,random,1.0,49
0,100,10,0.6207800000000001,4.236834384115016,full,1.0,49
0,100,10,0.38625999999999994,4.116331799101353,unaware,1.0,49
0,100,10,0.09614,3.4409709734758014,ours,1.0,49
0,100,10,0.0,-0.7618414111919279,random,1.0,50
0,100,10,0.38436,4.243988632167767,full,1.0,50
0,100,10,0.38137,4.08195478142988,unaware,1.0,50
0,100,10,0.06714,3.3879729289540923,ours,1.0,50
0,100,10,0.0,1.674040503249401,random,1.5,1
0,100,10,0.74473,9.646849531220028,full,1.5,1
0,100,10,0.51262,9.522653041938977,unaware,1.5,1
0,100,10,0.0,7.1973338567674014,ours,1.5,1
0,100,10,0.0,1.7542006412077005,random,1.5,2
0,100,10,0.77025,9.700919581342385,full,1.5,2
0,100,10,0.5753,9.703856306444672,unaware,1.5,2
0,100,10,0.004710000000000001,7.3517275370719855,ours,1.5,2
0,100,10,0.0,1.5689965457038935,random,1.5,3
0,100,10,0.7329100000000001,9.546116243390099,full,1.5,3
0,100,10,0.50332,9.160146494209982,unaware,1.5,3
0,100,10,0.020329999999999997,7.091133436031471,ours,1.5,3
0,100,10,0.0,1.801871496849545,random,1.5,4
0,100,10,0.7541599999999999,9.791215351006734,full,1.5,4
0,100,10,0.5589500000000001,9.756570388453898,unaware,1.5,4
0,100,10,0.03533,7.761285751497978,ours,1.5,4
0,100,10,0.0,1.7458798464338674,random,1.5,5
0,100,10,0.63103,9.645241441490754,full,1.5,5
0,100,10,0.54952,9.603969470397463,unaware,1.5,5
0,100,10,0.025280000000000004,7.18581564157294,ours,1.5,5
0,100,10,0.0,1.4143017861614755,random,1.5,6
0,100,10,0.71132,9.237290278575154,full,1.5,6
0,100,10,0.48165,8.952707439075331,unaware,1.5,6
0,100,10,0.02891,7.087403794682885,ours,1.5,6
0,100,10,0.0,1.5717981341750178,random,1.5,7
0,100,10,0.6043800000000001,9.556334634450296,full,1.5,7
0,100,10,0.5582900000000001,9.493012059161103,unaware,1.5,7
0,100,10,0.04228,7.3754641404583845,ours,1.5,7
0,100,10,0.0,1.6504201891664718,random,1.5,8
0,100,10,0.7212,9.606898694202576,full,1.5,8
0,100,10,0.5674,9.590935252362755,unaware,1.5,8
0,100,10,0.027919999999999993,7.603777584934901,ours,1.5,8
0,100,10,0.0,1.584503873622066,random,1.5,9
0,100,10,0.7585200000000001,9.582968311915952,full,1.5,9
0,100,10,0.48525,9.392620378939386,unaware,1.5,9
0,100,10,0.007150000000000001,7.306059645736015,ours,1.5,9
0,100,10,0.0,1.548077527039443,random,1.5,10
0,100,10,0.55709,9.393043404108655,full,1.5,10
0,100,10,0.55986,9.36637329367988,unaware,1.5,10
0,100,10,0.01447,7.192578171411734,ours,1.5,10
0,100,10,0.0,1.66008516423391,random,1.5,11
0,100,10,0.7144499999999999,9.601209914304583,full,1.5,11
0,100,10,0.50329,9.421490464263343,unaware,1.5,11
0,100,10,0.02768,7.412618341250744,ours,1.5,11
0,100,10,0.0,1.5049152022462942,random,1.5,12
0,100,10,0.71424,9.41724708925571,full,1.5,12
0,100,10,0.56228,9.372073855040219,unaware,1.5,12
0,100,10,0.06422000000000001,6.907279699605669,ours,1.5,12
0,100,10,0.0,1.6707323827055185,random,1.5,13
0,100,10,0.56024,9.624976294703458,full,1.5,13
0,100,10,0.5440400000000001,9.573919249565577,unaware,1.5,13
0,100,10,0.05303,7.427367734987618,ours,1.5,13
0,100,10,0.0,1.5355693399373058,random,1.5,14
0,100,10,0.71478,9.408660382868872,full,1.5,14
0,100,10,0.49202,9.227896752810025,unaware,1.5,14
0,100,10,0.00077,6.907711853439713,ours,1.5,14
0,100,10,0.0,1.625370390300511,random,1.5,15
0,100,10,0.8165000000000001,9.404443276261901,full,1.5,15
0,100,10,0.5669599999999999,9.434538552624005,unaware,1.5,15
0,100,10,0.04845,7.317920068960899,ours,1.5,15
0,100,10,0.0,1.875121620330723,random,1.5,16
0,100,10,0.5136900000000001,9.852480144024897,full,1.5,16
0,100,10,0.5043300000000001,9.783950216482847,unaware,1.5,16
0,100,10,0.047779999999999996,7.847176677923613,ours,1.5,16
0,100,10,0.0,1.6218862796863731,random,1.5,17
0,100,10,0.7084000000000001,9.50942500897545,full,1.5,17
0,100,10,0.43802,9.202983828177171,unaware,1.5,17
0,100,10,0.08995,6.433436409599268,ours,1.5,17
0,100,10,0.0,1.5652377569164133,random,1.5,18
0,100,10,0.6422599999999999,9.472398696106152,full,1.5,18
0,100,10,0.56694,9.472923417625621,unaware,1.5,18
0,100,10,0.037059999999999996,7.316197177103112,ours,1.5,18
0,100,10,0.0,1.6451843700596442,random,1.5,19
0,100,10,0.5655300000000001,9.530316771127879,full,1.5,19
0,100,10,0.45752999999999994,9.33867776038862,unaware,1.5,19
0,100,10,0.04658,7.310316142241881,ours,1.5,19
0,100,10,0.0,1.6222526086279387,random,1.5,20
0,100,10,0.59989,9.575667032450676,full,1.5,20
0,100,10,0.51295,9.473205054643373,unaware,1.5,20
0,100,10,0.038400000000000004,7.354634688114832,ours,1.5,20
0,100,10,0.0,1.6844264044807562,random,1.5,21
0,100,10,0.76978,9.584702064538082,full,1.5,21
0,100,10,0.53694,9.525328229648323,unaware,1.5,21
0,100,10,0.012940000000000002,7.341975650173813,ours,1.5,21
0,100,10,0.0,1.667292237507529,random,1.5,22
0,100,10,0.75586,9.61751605398933,full,1.5,22
0,100,10,0.55961,9.633822610585618,unaware,1.5,22
0,100,10,0.046150000000000004,7.458227337328232,ours,1.5,22
0,100,10,0.0,1.5807798621143867,random,1.5,23
0,100,10,0.6909000000000001,9.52460353777559,full,1.5,23
0,100,10,0.44392,9.20403700647769,unaware,1.5,23
0,100,10,0.030529999999999995,7.301184195617703,ours,1.5,23
0,100,10,0.0,1.4642745935656905,random,1.5,24
0,100,10,0.7415,9.376477743042502,full,1.5,24
0,100,10,0.25663,8.43513934781672,unaware,1.5,24
0,100,10,0.009949999999999999,7.067809331239053,ours,1.5,24
0,100,10,0.0,1.4815823587688355,random,1.5,25
0,100,10,0.7419499999999999,9.221008532454865,full,1.5,25
0,100,10,0.38638999999999996,8.798283350688788,unaware,1.5,25
0,100,10,0.04801000000000001,6.867098712519146,ours,1.5,25
0,100,10,0.0,1.5975287551894608,random,1.5,26
0,100,10,0.69511,9.605973544177576,full,1.5,26
0,100,10,0.45496,9.322158799715442,unaware,1.5,26
0,100,10,0.02395,7.129875176760426,ours,1.5,26
0,100,10,0.0,1.5383345604616736,random,1.5,27
0,100,10,0.6850799999999999,9.505863506922054,full,1.5,27
0,100,10,0.5622299999999999,9.442377390037084,unaware,1.5,27
0,100,10,0.06807999999999999,7.578424718855429,ours,1.5,27
0,100,10,0.0,1.779093342376401,random,1.5,28
0,100,10,0.69408,9.805373217874783,full,1.5,28
0,100,10,0.4758800000000001,9.598655619301473,unaware,1.5,28
0,100,10,0.06763,7.745249483618016,ours,1.5,28
0,100,10,0.0,1.6785099018138339,random,1.5,29
0,100,10,0.69941,9.623525069533734,full,1.5,29
0,100,10,0.50554,9.476425305132963,unaware,1.5,29
0,100,10,0.009569999999999999,7.283019897085974,ours,1.5,29
0,100,10,0.0,1.5430519030724186,random,1.5,30
0,100,10,0.6438699999999999,9.441319051589645,full,1.5,30
0,100,10,0.60077,9.424423572201954,unaware,1.5,30
0,100,10,0.02703,7.259358958634231,ours,1.5,30
0,100,10,0.0,1.5817714866501533,random,1.5,31
0,100,10,0.66479,9.481312221426286,full,1.5,31
0,100,10,0.6698500000000001,9.498358688195074,unaware,1.5,31
0,100,10,0.04591,7.4849541120550995,ours,1.5,31
0,100,10,0.0,1.5796412091160528,random,1.5,32
0,100,10,0.74104,9.500525372261698,full,1.5,32
0,100,10,0.54814,9.439421240456763,unaware,1.5,32
0,100,10,0.037369999999999994,7.369550623059337,ours,1.5,32
0,100,10,0.0,1.4750212976674244,random,1.5,33
0,100,10,0.7085999999999999,9.251834171804658,full,1.5,33
0,100,10,0.5383399999999999,9.173150689705116,unaware,1.5,33
0,100,10,0.04786000000000001,6.907888717227438,ours,1.5,33
0,100,10,0.0,1.4864746253824017,random,1.5,34
0,100,10,0.6921600000000001,9.344167808155674,full,1.5,34
0,100,10,0.4926799999999999,9.146059601565975,unaware,1.5,34
0,100,10,0.03974,7.301965416177698,ours,1.5,34
0,100,10,0.0,1.5301012267422829,random,1.5,35
0,100,10,0.74675,9.395783016796095,full,1.5,35
0,100,10,0.55593,9.374577312393379,unaware,1.5,35
0,100,10,0.05171,6.919191652238902,ours,1.5,35
0,100,10,0.0,1.6038443365374437,random,1.5,36
0,100,10,0.7793000000000001,9.494582195576212,full,1.5,36
0,100,10,0.5338499999999999,9.425289134315515,unaware,1.5,36
0,100,10,0.03583000000000001,7.111307062208738,ours,1.5,36
0,100,10,0.0,1.5936176328031726,random,1.5,37
0,100,10,0.62669,9.563178450014657,full,1.5,37
0,100,10,0.5056900000000001,9.404588641527962,unaware,1.5,37
0,100,10,0.04204000000000001,7.645606162408,ours,1.5,37
0,100,10,0.0,1.6226311996548506,random,1.5,38
0,100,10,0.74915,9.625734017492315,full,1.5,38
0,100,10,0.38147,9.136931132768026,unaware,1.5,38
0,100,10,0.00502,7.22728971890189,ours,1.5,38
0,100,10,0.0,1.539049803123286,random,1.5,39
0,100,10,0.5833,9.405949851395196,full,1.5,39
0,100,10,0.47731,9.262194627089956,unaware,1.5,39
0,100,10,0.08682999999999999,6.6483579059514275,ours,1.5,39
0,100,10,0.0,1.5631114164141335,random,1.5,40
0,100,10,0.80456,9.415039926403526,full,1.5,40
0,100,10,0.6119399999999999,9.470291931683043,unaware,1.5,40
0,100,10,0.09075999999999998,6.524801962119922,ours,1.5,40
0,100,10,0.0,1.6293222611039688,random,1.5,41
0,100,10,0.7841400000000001,9.566976220080733,full,1.5,41
0,100,10,0.50839,9.459296223512833,unaware,1.5,41
0,100,10,0.04633,7.4441346113463975,ours,1.5,41
0,100,10,0.0,1.5699283222322127,random,1.5,42
0,100,10,0.5409200000000001,9.34194142599249,full,1.5,42
0,100,10,0.61026,9.506432030584426,unaware,1.5,42
0,100,10,0.039490000000000004,7.39170221233584,ours,1.5,42
0,100,10,0.0,1.5129452706308035,random,1.5,43
0,100,10,0.89652,9.193799402474767,full,1.5,43
0,100,10,0.59816,9.407221156376401,unaware,1.5,43
0,100,10,0.07176,7.01850649252025,ours,1.5,43
0,100,10,0.0,1.4823511658860014,random,1.5,44
0,100,10,0.6948099999999999,9.353913023333856,full,1.5,44
0,100,10,0.4085,8.934698970443245,unaware,1.5,44
0,100,10,0.08302,7.119017607506466,ours,1.5,44
0,100,10,0.0,1.6228836208218456,random,1.5,45
0,100,10,0.72923,9.119680954784657,full,1.5,45
0,100,10,0.60119,9.516949315756847,unaware,1.5,45
0,100,10,0.0,7.053011459924474,ours,1.5,45
0,100,10,0.0,1.6613949536906767,random,1.5,46
0,100,10,0.63206,9.088139183418988,full,1.5,46
0,100,10,0.47558999999999996,9.412815011124886,unaware,1.5,46
0,100,10,0.07966000000000001,7.510389870792728,ours,1.5,46
0,100,10,0.0,1.4356366158775598,random,1.5,47
0,100,10,0.85193,9.149670327083836,full,1.5,47
0,100,10,0.5435700000000001,9.231677519625748,unaware,1.5,47
0,100,10,0.02437,6.8763402285819,ours,1.5,47
0,100,10,0.0,1.4732929349776467,random,1.5,48
0,100,10,0.6594300000000001,9.340795921425608,full,1.5,48
0,100,10,0.55479,9.253924066084817,unaware,1.5,48
0,100,10,0.08542999999999999,7.036410881717563,ours,1.5,48
0,100,10,0.0,1.5963291474132886,random,1.5,49
0,100,10,0.8185499999999999,9.503304460624244,full,1.5,49
0,100,10,0.49818999999999997,9.399280553645408,unaware,1.5,49
0,100,10,0.061930000000000006,7.498453372387306,ours,1.5,49
0,100,10,0.0,1.5831483891552685,random,1.5,50
0,100,10,0.5906,9.476481310740565,full,1.5,50
0,100,10,0.55976,9.448407822819263,unaware,1.5,50
0,100,10,0.05012,7.47913951511265,ours,1.5,50
0,100,10,0.0,5.6398613344720925,random,2.0,1
0,100,10,0.75756,18.82168124620791,full,2.0,1
0,100,10,0.71502,18.798501594868217,unaware,2.0,1
0,100,10,0.01543,15.713159144439912,ours,2.0,1
0,100,10,0.0,5.704943040113345,random,2.0,2
0,100,10,0.9522599999999999,18.536174604655407,full,2.0,2
0,100,10,0.6348499999999999,18.705658135661306,unaware,2.0,2
0,100,10,0.00033999999999999997,15.813269468514886,ours,2.0,2
0,100,10,0.0,5.5050590659033745,random,2.0,3
0,100,10,0.76511,18.668524424244318,full,2.0,3
0,100,10,0.63917,18.505085098672197,unaware,2.0,3
0,100,10,0.0,15.687567611197128,ours,2.0,3
0,100,10,0.0,5.805912188650674,random,2.0,4
0,100,10,0.8511200000000001,18.984299894298733,full,2.0,4
0,100,10,0.6765000000000001,18.970415329961224,unaware,2.0,4
0,100,10,0.017349999999999997,16.139923149015345,ours,2.0,4
0,100,10,0.0,5.717036601870074,random,2.0,5
0,100,10,0.7339300000000001,18.756702245244156,full,2.0,5
0,100,10,0.77981,18.746495562519506,unaware,2.0,5
0,100,10,0.0,15.767415958593423,ours,2.0,5
0,100,10,0.0,5.254132249873178,random,2.0,6
0,100,10,0.851,18.138455131865292,full,2.0,6
0,100,10,0.6741699999999999,18.10890912711877,unaware,2.0,6
0,100,10,0.01527,15.116229974477706,ours,2.0,6
0,100,10,0.0,5.493537762278154,random,2.0,7
0,100,10,0.9435100000000001,18.17390567887707,full,2.0,7
0,100,10,0.70394,18.640353120508305,unaware,2.0,7
0,100,10,0.00747,15.72374190855033,ours,2.0,7
0,100,10,0.0,5.594897756636417,random,2.0,8
0,100,10,0.8731899999999999,18.707810453187864,full,2.0,8
0,100,10,0.79362,18.705085726535486,unaware,2.0,8
0,100,10,0.00872,15.867579775327165,ours,2.0,8
0,100,10,0.0,5.519100389989806,random,2.0,9
0,100,10,0.81379,18.731395990259326,full,2.0,9
0,100,10,0.6345400000000001,18.629843437847704,unaware,2.0,9
0,100,10,0.01179,15.820756454280428,ours,2.0,9
0,100,10,0.0,5.401179895007139,random,2.0,10
0,100,10,0.67216,18.268549613677525,full,2.0,10
0,100,10,0.7020099999999999,18.359989657048963,unaware,2.0,10
0,100,10,0.0008699999999999999,15.381837603088544,ours,2.0,10
0,100,10,0.0,5.594099147699804,random,2.0,11
0,100,10,0.8073699999999999,18.662071864050873,full,2.0,11
0,100,10,0.72287,18.65554775242447,unaware,2.0,11
0,100,10,0.00338,15.728452000059862,ours,2.0,11
0,100,10,0.0,5.374905416466506,random,2.0,12
0,100,10,0.8279299999999999,18.404154915518372,full,2.0,12
0,100,10,0.68641,18.386302253745423,unaware,2.0,12
0,100,10,0.015610000000000002,15.246596070969066,ours,2.0,12
0,100,10,0.0,5.65229290556256,random,2.0,13
0,100,10,0.7610899999999999,18.83798950979346,full,2.0,13
0,100,10,0.76497,18.82533719793768,unaware,2.0,13
0,100,10,0.0002,15.8841263761645,ours,2.0,13
0,100,10,0.0,5.388999320234612,random,2.0,14
0,100,10,0.82986,18.35700049085991,full,2.0,14
0,100,10,0.6045200000000001,18.206473548904935,unaware,2.0,14
0,100,10,0.0031400000000000004,15.364482365073433,ours,2.0,14
0,100,10,0.0,5.523548221291984,random,2.0,15
0,100,10,0.88318,18.39039733538936,full,2.0,15
0,100,10,0.70234,18.448301566704693,unaware,2.0,15
0,100,10,0.01494,15.490523195783974,ours,2.0,15
0,100,10,0.0,5.940463034326097,random,2.0,16
0,100,10,0.65644,19.028902379791962,full,2.0,16
0,100,10,0.5631900000000001,19.054864671440896,unaware,2.0,16
0,100,10,0.019440000000000002,16.25929790957049,ours,2.0,16
0,100,10,0.0,5.544782071822106,random,2.0,17
0,100,10,0.74367,18.553946134734577,full,2.0,17
0,100,10,0.5762900000000001,18.34078268601,unaware,2.0,17
0,100,10,0.00197,15.579565294961792,ours,2.0,17
0,100,10,0.0,5.4903638167477045,random,2.0,18
0,100,10,0.7364499999999999,18.361890415293328,full,2.0,18
0,100,10,0.72837,18.57901071608267,unaware,2.0,18
0,100,10,0.00041000000000000005,15.58084886563821,ours,2.0,18
0,100,10,0.0,5.578856073635619,random,2.0,19
0,100,10,0.76093,18.74144201945144,full,2.0,19
0,100,10,0.72129,18.732384847129573,unaware,2.0,19
0,100,10,0.0014199999999999998,15.823790206254383,ours,2.0,19
0,100,10,0.0,5.557191556484159,random,2.0,20
0,100,10,0.74604,18.700108066605296,full,2.0,20
0,100,10,0.73246,18.701405611125836,unaware,2.0,20
0,100,10,0.0,15.703357662568862,ours,2.0,20
0,100,10,0.0,5.637722202000809,random,2.0,21
0,100,10,0.88724,18.64127098142174,full,2.0,21
0,100,10,0.63316,18.52828117116607,unaware,2.0,21
0,100,10,0.00895,15.700471513322043,ours,2.0,21
0,100,10,0.0,5.606626041596807,random,2.0,22
0,100,10,0.8620000000000001,18.619713076723567,full,2.0,22
0,100,10,0.7204200000000001,18.803479301049318,unaware,2.0,22
0,100,10,0.0089,15.746291787506099,ours,2.0,22
0,100,10,0.0,5.477945974006873,random,2.0,23
0,100,10,0.8128,18.566859445271188,full,2.0,23
0,100,10,0.70738,18.552493780850558,unaware,2.0,23
0,100,10,0.0092,15.581556874019757,ours,2.0,23
0,100,10,0.0,5.317324743838841,random,2.0,24
0,100,10,0.8742899999999999,18.289451449525675,full,2.0,24
0,100,10,0.60749,18.194819741668816,unaware,2.0,24
0,100,10,0.0036199999999999995,15.368523807224898,ours,2.0,24
0,100,10,0.0,5.311518498739499,random,2.0,25
0,100,10,0.67819,18.135231385331775,full,2.0,25
0,100,10,0.58094,17.962356634042763,unaware,2.0,25
0,100,10,0.0075000000000000015,15.128031107991085,ours,2.0,25
0,100,10,0.0,5.511220602582869,random,2.0,26
0,100,10,0.7926500000000001,18.710272504970277,full,2.0,26
0,100,10,0.60049,18.53828697837735,unaware,2.0,26
0,100,10,0.00224,15.752242677182712,ours,2.0,26
0,100,10,0.0,5.431971424223194,random,2.0,27
0,100,10,0.8144799999999999,18.53872029739931,full,2.0,27
0,100,10,0.71017,18.53246968839578,unaware,2.0,27
0,100,10,0.07918,15.53894061011084,ours,2.0,27
0,100,10,0.0,5.777906415356137,random,2.0,28
0,100,10,0.8339300000000002,19.015960464173265,full,2.0,28
0,100,10,0.61371,18.898596568387994,unaware,2.0,28
0,100,10,0.009659999999999998,16.11445087254181,ours,2.0,28
0,100,10,0.0,5.637068270488383,random,2.0,29
0,100,10,0.79003,18.777210691986404,full,2.0,29
0,100,10,0.66152,18.7063909012649,unaware,2.0,29
0,100,10,0.0,15.78849921755285,ours,2.0,29
0,100,10,0.0,5.4429705847037955,random,2.0,30
0,100,10,0.7811,18.46252879014339,full,2.0,30
0,100,10,0.71521,18.447989511661945,unaware,2.0,30
0,100,10,0.015099999999999997,15.467709701626935,ours,2.0,30
0,100,10,0.0,5.460314244444414,random,2.0,31
0,100,10,0.7603899999999999,18.448722154978338,full,2.0,31
0,100,10,0.7660199999999999,18.439311993899143,unaware,2.0,31
0,100,10,0.00166,15.435975061454226,ours,2.0,31
0,100,10,0.0,5.496874092143668,random,2.0,32
0,100,10,0.88673,18.309359913678197,full,2.0,32
0,100,10,0.59987,18.442960870230035,unaware,2.0,32
0,100,10,0.0050100000000000006,15.728117317696974,ours,2.0,32
0,100,10,0.0,5.313860007513343,random,2.0,33
0,100,10,0.77223,18.15353272096662,full,2.0,33
0,100,10,0.7216099999999999,18.14481758912936,unaware,2.0,33
0,100,10,0.03038,14.796139493744686,ours,2.0,33
0,100,10,0.0,5.38273323326273,random,2.0,34
0,100,10,0.79487,18.320682200217288,full,2.0,34
0,100,10,0.69817,18.26047046214972,unaware,2.0,34
0,100,10,0.008669999999999999,15.343587882664746,ours,2.0,34
0,100,10,0.0,5.385205348815393,random,2.0,35
0,100,10,0.79341,18.381691270218884,full,2.0,35
0,100,10,0.74809,18.383836466899584,unaware,2.0,35
0,100,10,0.031139999999999994,14.628789182220919,ours,2.0,35
0,100,10,0.0,5.513685497332367,random,2.0,36
0,100,10,0.87166,18.548599374892415,full,2.0,36
0,100,10,0.73051,18.59625419802744,unaware,2.0,36
0,100,10,0.00923,15.585427403303914,ours,2.0,36
0,100,10,0.0,5.517087648278497,random,2.0,37
0,100,10,0.8311,18.667379555665413,full,2.0,37
0,100,10,0.71635,18.67355203474771,unaware,2.0,37
0,100,10,0.01236,15.729203587237148,ours,2.0,37
0,100,10,0.0,5.586245829415431,random,2.0,38
0,100,10,0.90624,18.672687572047565,full,2.0,38
0,100,10,0.47086999999999996,18.295365373357452,unaware,2.0,38
0,100,10,0.013360000000000002,15.735130361674726,ours,2.0,38
0,100,10,0.0,5.427701489473373,random,2.0,39
0,100,10,0.83979,18.455857080546433,full,2.0,39
0,100,10,0.50884,18.131536874149194,unaware,2.0,39
0,100,10,0.00057,15.490362986639113,ours,2.0,39
